title,release_year,release_month,budget,revenue,runtime,popularity,vote_average,vote_count,original_language,genre_count,production_company_count,language_count,is_english,has_tagline,log_budget,log_revenue,log_popularity,log_vote_count
College,2008.0,8.0,7000000.0,6230276.0,94.0,10.36168,4.8,48.0,en,1,1,1,1,0,15.76142084987672,15.644931352054511,2.430246289682697,3.8918202981106265
The Women,2008.0,9.0,16000000.0,50007546.0,114.0,6.62363,4.6,96.0,en,3,1,1,1,0,16.588099342704055,17.727684492002126,2.031252634219357,4.574710978503383
The Woman in Black,1989.0,12.0,0.0,0.0,100.0,7.551569,6.7,43.0,en,2,3,1,1,0,0.0,0.0,2.1461147748849236,3.784189633918261
The Onion Movie,2008.0,5.0,0.0,0.0,80.0,5.694713,6.1,50.0,en,1,1,2,1,1,0.0,0.0,1.9013181104124852,3.9318256327243257
The Mother of Tears,2007.0,9.0,3500000.0,54947.0,102.0,34.145916,4.1,135.0,it,1,5,1,0,1,15.068273812173887,10.914142562445095,3.559508423739638,4.912654885736052
The Spirit,2008.0,12.0,60000000.0,39031337.0,103.0,5.762005,4.7,323.0,en,5,6,3,1,1,17.909855136853043,17.47987541989127,1.911319443711626,5.780743515792329
John Adams,2008.0,3.0,0.0,0.0,501.0,2.794764,7.6,70.0,en,2,0,0,1,1,0.0,0.0,1.333622221825622,4.2626798770413155
The Burning Plain,2008.0,7.0,20000000.0,0.0,111.0,7.02914,6.6,104.0,en,2,3,2,1,1,16.811242881518265,0.0,2.083077423842158,4.653960350157523
Bangkok Dangerous,2008.0,8.0,45000000.0,42487390.0,99.0,6.576009,5.0,336.0,en,3,7,2,1,1,17.622173069956816,17.564717907522787,2.0249865438450567,5.820082930352362
The Boys in Company C,1978.0,2.0,0.0,0.0,125.0,1.690559,6.2,29.0,en,2,3,1,1,1,0.0,0.0,0.9897489787163778,3.4011973816621555
A Secret,2007.0,10.0,0.0,0.0,105.0,2.546955,6.7,41.0,fr,1,0,1,0,1,0.0,0.0,1.2660894889334484,3.7376696182833684
Flash Point,2007.0,7.0,8000000.0,0.0,88.0,7.039209,6.8,70.0,zh,1,1,1,0,1,15.894952224644102,0.0,2.084330695266365,4.2626798770413155
The Foot Fist Way,2006.0,6.0,79000.0,245000.0,85.0,2.066141,6.0,35.0,en,1,1,1,1,0,11.277215789596893,12.409017571151187,1.1204197676505119,3.58351893845611
Altered,2006.0,1.0,8000000.0,0.0,88.0,4.370963,5.0,61.0,en,3,2,1,1,1,15.894952224644102,0.0,1.6810072220520795,4.127134385045092
Righteous Kill,2008.0,9.0,60000000.0,73174566.0,101.0,7.094624,5.9,382.0,en,4,5,3,1,1,17.909855136853043,18.108358473203225,2.0912001376258833,5.948034989180646
Lakeview Terrace,2008.0,9.0,20000000.0,27640028.0,110.0,13.857624,5.9,294.0,en,3,2,1,1,1,16.811242881518265,17.134775606067244,2.6985131341770736,5.68697535633982
Shadows in Paradise,1986.0,10.0,0.0,0.0,76.0,2.29211,7.1,35.0,fi,2,1,3,0,0,0.0,0.0,1.1915286965943654,3.58351893845611
Ghost Town,2008.0,9.0,0.0,0.0,102.0,12.994773,6.4,288.0,en,3,3,2,1,1,0.0,0.0,2.6386839027572706,5.666426688112432
The Crow IV: Wicked Prayer,2005.0,5.0,0.0,0.0,99.0,4.807389,3.1,46.0,en,3,4,2,1,1,0.0,0.0,1.7591310722640978,3.8501476017100584
Sawdust and Tinsel,1953.0,9.0,0.0,0.0,93.0,2.119501,7.3,35.0,sv,1,1,1,0,0,0.0,0.0,1.1376730531328456,3.58351893845611
100 Feet,2008.0,7.0,10000000.0,0.0,105.0,5.325375,5.6,96.0,en,2,6,1,1,1,16.118095750958314,0.0,1.8445693213936374,4.574710978503383
Boot Camp,2008.0,2.0,14000000.0,0.0,99.0,4.432452,6.1,66.0,en,2,2,1,1,1,16.454567959008102,0.0,1.692390597398414,4.204692619390966
An Autumn Afternoon,1962.0,11.0,0.0,0.0,112.0,2.357072,7.9,40.0,ja,1,1,1,0,1,0.0,0.0,1.2110691654890784,3.713572066704308
Appaloosa,2008.0,9.0,20000000.0,20211394.0,115.0,12.392754,6.3,305.0,en,3,3,2,1,1,16.811242881518265,16.821757112232703,2.594713814432218,5.723585101952381
Miracle at St. Anna,2008.0,9.0,45000000.0,9323833.0,160.0,11.221186,6.3,90.0,en,2,4,3,1,0,17.622173069956816,16.048084475461497,2.5031710030438337,4.51085950651685
So Normal,2003.0,10.0,0.0,0.0,110.0,2.119218,6.4,26.0,pt,1,2,1,0,0,0.0,0.0,1.1375823293800387,3.295836866004329
Dead Man's Letters,1986.0,12.0,0.0,0.0,87.0,0.887192,6.9,25.0,ru,2,1,1,0,0,0.0,0.0,0.6350900100179855,3.258096538021482
Eagle Eye,2008.0,9.0,80000000.0,178066569.0,118.0,14.324875,6.3,1038.0,en,3,4,1,1,1,18.197537205138154,18.997668027104037,2.7294773251821582,6.946013991099227
How to Lose Friends & Alienate People,2008.0,10.0,27000000.0,17286299.0,110.0,11.981531,6.2,247.0,en,3,6,1,1,1,17.11134746100564,16.665424838229164,2.563527655013682,5.5134287461649825
Six Shooter,2004.0,1.0,200000.0,0.0,27.0,2.737149,7.5,42.0,en,1,0,1,1,1,12.206077645517674,0.0,1.3183230212632207,3.7612001156935624
Nights in Rodanthe,2008.0,9.0,0.0,84375061.0,97.0,5.95117,5.9,160.0,en,2,3,2,1,1,0.0,18.250782441971513,1.938909990731958,5.081404364984463
Nick and Norah's Infinite Playlist,2008.0,10.0,9000000.0,32973937.0,89.0,12.992176,6.4,387.0,en,3,4,1,1,1,16.012735246411598,17.31122804983219,2.638498316253543,5.961005339623274
Martyrs,2008.0,9.0,6500000.0,0.0,99.0,7.716326,7.3,581.0,fr,3,6,1,0,1,15.687312888712007,0.0,2.165197818861119,6.366470447731438
Red,2008.0,10.0,2500000.0,0.0,90.0,3.520622,6.9,51.0,en,2,2,1,1,1,14.731801689838349,0.0,1.508649594996136,3.9512437185814275
The Music Room,1958.0,10.0,0.0,0.0,100.0,1.28194,7.7,31.0,bn,2,2,1,0,0,0.0,0.0,0.8250259583685449,3.4657359027997265
Gomorrah,2008.0,5.0,0.0,0.0,135.0,13.439495,6.7,228.0,it,2,3,3,0,0,0.0,0.0,2.6699671605539663,5.43372200355424
The Accidental Husband,2008.0,2.0,0.0,22707064.0,90.0,8.761268,5.2,179.0,en,2,3,3,1,0,0.0,16.938186667508713,2.278422310019171,5.19295685089021
The Duchess,2008.0,9.0,0.0,0.0,110.0,9.835473,6.7,406.0,en,3,6,1,1,1,0.0,0.0,2.3828252888578136,6.008813185442595
Dead Leaves,2004.0,1.0,0.0,0.0,52.0,1.254481,7.4,27.0,ja,4,2,1,0,0,0.0,0.0,0.8129197912542235,3.332204510175204
Rachel Getting Married,2008.0,10.0,0.0,0.0,113.0,13.44059,6.1,165.0,en,1,1,1,1,0,0.0,0.0,2.670042991355747,5.111987788356544
Body of Lies,2008.0,10.0,70000000.0,113280098.0,128.0,12.886125,6.5,919.0,en,3,3,2,1,1,18.064005814299346,18.54537406184998,2.6308901401629545,6.824373670043086
City of Ember,2008.0,10.0,55000000.0,17869048.0,90.0,8.061467,6.2,614.0,en,3,2,1,1,1,17.822843761378564,16.698580668036232,2.2040310274769754,6.421622267806518
Magicians,2007.0,5.0,0.0,1752038.0,90.0,6.478953,6.2,25.0,en,1,0,1,1,0,0.0,14.37629081050469,2.0120928089271826,3.258096538021482
Ace High,1968.0,10.0,0.0,0.0,132.0,3.785942,6.1,28.0,it,3,1,3,0,0,0.0,0.0,1.565682870733268,3.367295829986474
Max Payne,2008.0,10.0,35000000.0,85416905.0,100.0,10.08043,5.2,625.0,en,1,6,3,1,1,17.370858648025116,18.263054601696076,2.4051804892303608,6.439350371100098
Zack and Miri Make a Porno,2008.0,9.0,24000000.0,42105111.0,102.0,6.449332,6.1,734.0,en,1,2,1,1,1,16.993564429978885,17.555679716459316,2.0081243639418425,6.5998704992128365
W.,2008.0,10.0,25100000.0,29506464.0,131.0,8.937049,6.0,144.0,en,2,3,2,1,1,17.038378443942648,17.200119949842012,2.296270095302783,4.976733742420574
My Best Friend's Girl,2008.0,9.0,20000000.0,36620508.0,101.0,14.114136,5.4,223.0,en,2,5,1,1,1,16.811242881518265,17.416118996622508,2.7156304648377847,5.4116460518550396
"Synecdoche, New York",2008.0,10.0,21000000.0,0.0,124.0,6.295807,7.4,286.0,en,1,1,1,1,0,16.860033043306743,0.0,1.9872997995712702,5.659482215759621
The Secret Life of Bees,2008.0,9.0,11000000.0,38105395.0,114.0,6.390463,7.4,159.0,en,1,4,1,1,1,16.213405921671733,17.455866457365318,2.000190385230288,5.075173815233827
Flash of Genius,2008.0,9.0,0.0,0.0,119.0,3.250891,6.3,61.0,en,1,4,1,1,1,0.0,0.0,1.4471286080222754,4.127134385045092
The Wave,2008.0,3.0,7500000.0,19000000.0,107.0,6.010332,7.5,870.0,de,2,1,1,0,1,15.830413711839864,16.759949589762293,1.9473850608379875,6.769641976852503
Two Worlds,2007.0,11.0,0.0,0.0,105.0,1.677289,4.7,32.0,en,2,4,1,1,0,0.0,0.0,0.9848047153792256,3.4965075614664802
"Angus, Thongs and Perfect Snogging",2008.0,7.0,1.0,0.0,100.0,8.896155,6.4,231.0,en,4,3,2,1,1,0.6931471805599453,0.0,2.2921462978616236,5.44673737166631
The Flight Before Christmas,2008.0,9.0,6100000.0,0.0,80.0,2.481381,5.4,28.0,en,5,1,2,1,1,15.623799493077952,0.0,1.24742905414704,3.367295829986474
Quarantine,2008.0,10.0,12000000.0,40855419.0,89.0,6.140116,5.6,343.0,en,3,3,1,1,1,16.300417291085605,17.525550051007556,1.9657290227181194,5.840641657373398
Black Moon,1975.0,9.0,0.0,0.0,100.0,9.2161,6.8,39.0,fr,2,2,2,0,1,0.0,0.0,2.3239649072492843,3.6888794541139363
Lost Boys: The Tribe,2008.0,7.0,0.0,0.0,94.0,4.560963,4.6,48.0,en,4,4,2,1,1,0.0,0.0,1.7157712947037025,3.8918202981106265
Pride and Glory,2008.0,9.0,30000000.0,31148328.0,130.0,5.844016,6.3,243.0,en,3,5,1,1,1,17.216707972959764,17.254271158099154,1.923374693841358,5.497168225293202
The Express,2008.0,10.0,40000000.0,9793496.0,130.0,4.929912,7.1,71.0,en,1,3,1,1,1,17.50439003707821,16.097229151951264,1.780009373101884,4.276666119016055
Lone Wolf and Cub: Baby Cart to Hades,1972.0,8.0,0.0,0.0,89.0,1.645563,6.7,30.0,ja,2,2,1,0,0,0.0,0.0,0.972883897102314,3.4339872044851463
Lone Wolf and Cub: Baby Cart in Peril,1972.0,11.0,0.0,0.0,81.0,1.609864,6.9,29.0,ja,2,1,1,0,0,0.0,0.0,0.959298112697277,3.4011973816621555
Babylon 5: The Legend of the Rangers - To Live and Die in Starlight,2002.0,1.0,0.0,0.0,90.0,2.698788,5.9,27.0,en,3,3,1,1,0,0.0,0.0,1.3080051984206367,3.332204510175204
Babylon 5: The Lost Tales - Voices in the Dark,2007.0,7.0,0.0,0.0,75.0,4.547604,6.4,29.0,en,3,3,1,1,0,0.0,0.0,1.7133661228323016,3.4011973816621555
RockNRolla,2008.0,9.0,18000000.0,25739015.0,114.0,7.263988,6.9,851.0,en,3,4,2,1,1,16.705882371415992,17.0635185309633,2.1119072797349667,6.747586526829315
High School Musical 3: Senior Year,2008.0,10.0,0.0,0.0,116.0,7.343504,6.1,858.0,en,5,1,1,1,0,0.0,0.0,2.121483272019819,6.755768921984256
Futurama: Bender's Game,2008.0,11.0,0.0,0.0,88.0,5.829662,6.9,152.0,en,3,2,1,1,1,0.0,0.0,1.9212751848032443,5.030437921392435
Tin Man,2007.0,4.0,0.0,0.0,270.0,6.362129,6.6,57.0,en,3,1,1,1,1,0.0,0.0,1.9963491572157017,4.060443010546419
Madagascar: Escape 2 Africa,2008.0,10.0,150000000.0,603900354.0,89.0,12.668733,6.2,1866.0,en,2,1,3,1,1,18.826145858727198,20.218919767123626,2.615110961729319,7.532088143541722
Admiral,2008.0,6.0,2000000.0,38135878.0,123.0,3.462653,6.8,41.0,ru,3,1,2,0,1,14.508658238524095,17.45666610300672,1.4957434322323016,3.7376696182833684
Blindness,2008.0,5.0,25000000.0,19844979.0,121.0,7.462378,6.4,393.0,en,4,13,2,1,0,17.034386422832473,16.803461636388263,2.1356302215908993,5.976350909297934
Changeling,2008.0,1.0,55000000.0,113020255.0,141.0,11.672394,7.3,1151.0,en,3,3,1,1,1,17.822843761378564,18.54307761724923,2.5394259267604355,7.049254841255837
Guinea Pig 2: Flower of Flesh and Blood,1985.0,10.0,0.0,0.0,42.0,1.714745,4.8,31.0,ja,1,1,1,0,0,0.0,0.0,0.9986980263229566,3.4657359027997265
The Road,2009.0,11.0,32000000.0,27635305.0,111.0,14.958098,6.8,1113.0,en,2,4,1,1,1,17.281246492014,17.134604716102977,2.769966411987674,7.01571242048723
Slumdog Millionaire,2008.0,5.0,15000000.0,377910544.0,120.0,11.258181,7.6,2918.0,en,2,4,3,1,1,16.52356082573315,19.750168072137864,2.5061935508217146,7.978996370854115
Quantum of Solace,2008.0,10.0,200000000.0,586090727.0,106.0,13.67812,6.1,3015.0,en,4,1,5,1,1,19.11382792951231,20.188985161495555,2.6863579495902012,8.011686729127847
Role Models,2008.0,2.0,28000000.0,92380927.0,99.0,7.646215,6.4,575.0,en,1,6,1,1,1,17.147715103853763,18.341431108380664,2.1571216529267776,6.3561076606958915
Tokyo!,2008.0,5.0,0.0,0.0,112.0,2.033465,6.9,31.0,ko,2,12,2,0,0,0.0,0.0,1.1097055305060624,3.4657359027997265
Tokyo Gore Police,2008.0,10.0,0.0,0.0,110.0,4.496374,5.8,84.0,ja,4,2,1,0,1,0.0,0.0,1.7040886020953252,4.442651256490317
Sauna,2010.0,6.0,0.0,0.0,85.0,3.176768,6.3,33.0,fi,1,1,2,0,1,0.0,0.0,1.429537741717303,3.5263605246161616
JCVD,2008.0,6.0,6000000.0,276891.0,96.0,6.670933,6.6,155.0,fr,4,10,2,0,1,15.607270193858982,12.531382817445195,2.0374382507452995,5.049856007249537
Cinderella,1997.0,11.0,0.0,0.0,88.0,2.102013,6.1,28.0,en,5,4,1,1,0,0.0,0.0,1.1320512555901818,3.367295829986474
Crows Zero,2007.0,10.0,0.0,0.0,130.0,6.110693,7.0,77.0,ja,1,3,1,0,0,0.0,0.0,1.9615997074198486,4.356708826689592
Krabat and the Legend of the Satanic Mill,2008.0,9.0,8000000.0,0.0,120.0,4.562917,6.1,63.0,de,3,2,3,0,0,15.894952224644102,0.0,1.7161226109746615,4.1588830833596715
Christmas Story,2007.0,11.0,0.0,0.0,83.0,2.573902,7.3,26.0,fi,2,1,2,0,0,0.0,0.0,1.2736579961038794,3.295836866004329
Camp Rock,2008.0,6.0,0.0,0.0,94.0,5.840379,6.0,432.0,en,5,2,1,1,1,0.0,0.0,1.9228431394561425,6.07073772800249
Farscape: The Peacekeeper Wars,2004.0,1.0,0.0,0.0,182.0,5.715534,7.5,74.0,en,5,2,1,1,1,0.0,0.0,1.90442335026833,4.31748811353631
Saw V,2008.0,10.0,10800000.0,113857533.0,92.0,10.165499,6.0,848.0,en,3,2,1,1,1,16.195056784687036,18.55045852307596,2.412828577531205,6.744059186311348
A Christmas Tale,2008.0,5.0,0.0,7356393.0,152.0,3.855934,6.7,31.0,fr,2,10,1,0,1,0.0,15.811080424990296,1.5802014622315543,3.4657359027997265
Critters 4,1992.0,8.0,0.0,0.0,100.0,8.537871,4.3,46.0,en,4,2,1,1,1,0.0,0.0,2.2552702949365946,3.8501476017100584
Sex Drive,2008.0,10.0,19000000.0,18755936.0,109.0,9.106146,6.0,348.0,en,3,3,1,1,1,16.759949589762293,16.74702090026083,2.3131437536286117,5.855071922202427
Soul Men,2008.0,11.0,0.0,0.0,103.0,8.826924,6.3,47.0,en,2,1,1,1,0,0.0,0.0,2.2851259655557365,3.8712010109078907
While She Was Out,2008.0,10.0,6000000.0,391410.0,108.0,9.002146,4.8,36.0,en,5,9,3,1,1,15.607270193858982,12.877513437790382,2.3027996699707596,3.6109179126442243
The Island,2006.0,11.0,0.0,0.0,112.0,2.242361,6.5,38.0,ru,1,1,1,0,0,0.0,0.0,1.17630176813231,3.6635616461296463
Beverly Hills Chihuahua,2008.0,10.0,20000000.0,149281606.0,91.0,9.569765,4.9,217.0,en,3,1,1,1,1,16.811242881518265,18.821345060010724,2.357997566900842,5.384495062789089
The Face of Another,1966.0,7.0,0.0,0.0,124.0,2.674886,7.6,49.0,ja,2,2,1,0,0,0.0,0.0,1.3015221117754938,3.912023005428146
Three Monkeys,2008.0,5.0,0.0,0.0,109.0,2.632026,6.6,34.0,tr,2,9,1,0,0,0.0,0.0,1.2897906193037327,3.5553480614894135
The Class,2008.0,9.0,0.0,28814580.0,128.0,10.940451,6.9,179.0,fr,1,2,1,0,1,0.0,17.176392101709528,2.4799318794454095,5.19295685089021
Splinter,2008.0,10.0,0.0,124191.0,82.0,7.498032,6.0,213.0,en,2,1,1,1,1,0.0,11.729584034168633,2.139834607277434,5.365976015021851
Australia,2008.0,11.0,130000000.0,49554002.0,165.0,9.566135,6.3,712.0,en,1,5,2,1,1,18.683045016112164,17.718573602560923,2.3576540754918467,6.569481420414296
Bolt,2008.0,11.0,150000000.0,309979994.0,98.0,15.580915,6.3,1798.0,en,4,1,1,1,1,18.826145858727198,19.552018321103105,2.8082523351566597,7.494986233950533
Milk,2008.0,11.0,20000000.0,54586584.0,128.0,10.680121,7.1,628.0,en,2,1,1,1,1,16.811242881518265,17.81529871455624,2.457888336935462,6.444131256700441
Twilight,2008.0,11.0,37000000.0,392616625.0,122.0,31.282029,5.8,3688.0,en,4,6,1,1,1,17.426428497635523,19.78834418735622,3.474510697684121,8.213110697596676
The Children,2008.0,12.0,0.0,0.0,84.0,7.320166,6.3,116.0,en,3,5,1,1,1,0.0,0.0,2.1186822065571573,4.762173934797756
Transporter 3,2008.0,11.0,30000000.0,108979549.0,104.0,9.296824,5.9,1110.0,en,4,4,5,1,1,17.216707972959764,18.506670807912684,2.331835498171541,7.01301578963963
Four Christmases,2008.0,11.0,80000000.0,163733697.0,88.0,7.210383,5.3,337.0,en,3,5,1,1,1,18.197537205138154,18.913751873325314,2.1053995728025487,5.823045895483019
The Boy in the Striped Pyjamas,2008.0,5.0,12500000.0,20416563.0,94.0,8.912738,7.7,1492.0,en,2,3,1,1,1,16.341239282272525,16.83185709013693,2.2938205967610013,7.30854279753919
Surveillance,2008.0,2.0,3500000.0,1115493.0,97.0,6.804406,6.0,111.0,en,3,3,1,1,0,15.068273812173887,13.924807914086337,2.0546884460104,4.718498871295094
Fireproof,2008.0,9.0,500000.0,33456317.0,122.0,5.329195,7.0,100.0,en,1,5,1,1,1,13.122365377402328,17.3257512056269,1.845173055873123,4.61512051684126
Igor,2008.0,9.0,25000000.0,30000000.0,87.0,9.369432,5.6,154.0,en,4,2,1,1,1,17.034386422832473,17.216707972959764,2.3388622473565555,5.043425116919247
Dinotopia,2002.0,5.0,0.0,0.0,250.0,6.979858,5.8,71.0,en,5,0,1,1,0,0.0,0.0,2.076920616817178,4.276666119016055
Hunger,2008.0,5.0,0.0,2724474.0,96.0,14.322814,7.2,311.0,en,2,1,1,1,1,0.0,14.817786306967594,2.7293428289072117,5.7430031878094825
Cadillac Records,2008.0,12.0,12000000.0,0.0,109.0,8.878391,6.9,89.0,en,3,1,1,1,0,16.300417291085605,0.0,2.2903496442465707,4.499809670330265
Punisher: War Zone,2008.0,12.0,20500000.0,10089373.0,102.0,8.333526,5.6,298.0,en,2,6,2,1,1,16.835935492889124,16.12699334877976,2.2336128641511763,5.700443573390686
The Guyver,1991.0,1.0,0.0,0.0,88.0,2.345714,5.5,30.0,en,3,0,1,1,1,0.0,0.0,1.207680123717158,3.4339872044851463
Flashbacks of a Fool,2008.0,10.0,0.0,1107542.0,110.0,3.936673,7.1,43.0,en,1,2,1,1,0,0.0,13.917654606332812,1.5966916225277228,3.784189633918261
Charulata,1964.0,4.0,0.0,0.0,117.0,0.823651,7.2,26.0,bn,2,1,2,0,0,0.0,0.0,0.6008405356254447,3.295836866004329
Shrek the Halls,2007.0,11.0,60000000.0,0.0,28.0,7.081997,5.8,179.0,en,5,1,1,1,0,17.909855136853043,0.0,2.089638995460964,5.19295685089021
The Pervert's Guide to Cinema,2006.0,10.0,0.0,0.0,150.0,1.873131,7.2,40.0,en,1,0,1,1,0,0.0,0.0,1.0554023758946434,3.713572066704308
A Matter of Loaf and Death,2008.0,12.0,0.0,0.0,30.0,10.898525,7.2,120.0,en,3,1,1,1,1,0.0,0.0,2.4764144428552677,4.795790545596741
The Day the Earth Stood Still,2008.0,12.0,80000000.0,233093859.0,104.0,9.265322,5.2,1057.0,en,3,5,2,1,1,18.197537205138154,19.266951763032726,2.328771418707598,6.964135612418245
Che: Part One,2008.0,9.0,30000000.0,0.0,134.0,5.68041,6.8,209.0,en,3,7,2,1,1,17.216707972959764,0.0,1.8991793629105573,5.3471075307174685
Che: Part Two,2009.0,1.0,40000000.0,0.0,131.0,7.500907,6.7,155.0,en,3,8,2,1,1,17.50439003707821,0.0,2.140172863685956,5.049856007249537
Starship Troopers 3: Marauder,2008.0,7.0,9000000.0,0.0,105.0,11.161339,4.2,154.0,en,3,4,1,1,1,16.012735246411598,0.0,2.498261985607374,5.043425116919247
Doubt,2008.0,11.0,20000000.0,50907234.0,104.0,9.278263,7.0,445.0,en,2,2,1,1,1,16.811242881518265,17.745515612873444,2.3300312768785756,6.100318952020064
Cyborg She,2008.0,5.0,8500000.0,0.0,120.0,2.781309,6.6,32.0,ja,3,4,1,0,1,15.955576839107596,0.0,1.3300702459810694,3.4965075614664802
Gran Torino,2008.0,12.0,33000000.0,269958228.0,116.0,14.794228,7.8,3181.0,en,1,7,1,1,1,17.312018149733785,19.413777797586818,2.759644556832913,8.065265208897733
Frost/Nixon,2008.0,10.0,0.0,0.0,122.0,11.641771,7.2,333.0,en,2,3,2,1,1,0.0,0.0,2.5370064896636095,5.8111409929767
The Reader,2008.0,12.0,32000000.0,113019290.0,124.0,7.931732,7.2,835.0,en,2,9,4,1,1,17.281246492014,18.54306907892032,2.1896103290494877,6.728628613084702
Rab Ne Bana Di Jodi,2008.0,12.0,0.0,0.0,167.0,4.001251,6.7,64.0,hi,3,1,1,0,0,0.0,0.0,1.6096880811393002,4.174387269895637
Sword of the Stranger,2007.0,9.0,0.0,0.0,103.0,5.648328,7.6,69.0,ja,3,1,1,0,0,0.0,0.0,1.8943653944828718,4.248495242049359
I've Loved You So Long,2008.0,3.0,0.0,0.0,115.0,8.352169,7.1,70.0,fr,1,1,2,0,0,0.0,0.0,2.235608295007344,4.2626798770413155
Seven Pounds,2008.0,12.0,55000000.0,168167691.0,123.0,21.708267,7.5,2092.0,en,1,4,2,1,1,17.822843761378564,18.940472206197107,3.1227290432101147,7.646353722445999
Pin,1988.0,11.0,0.0,0.0,103.0,2.089317,6.6,31.0,en,2,3,1,1,1,0.0,0.0,1.1279500308789803,3.4657359027997265
The Wrestler,2008.0,9.0,6000000.0,44703995.0,109.0,7.903956,7.3,1031.0,en,2,4,1,1,1,15.607270193858982,17.61557345156137,2.186495672361753,6.939253946041508
A Chinese Ghost Story II,1990.0,7.0,0.0,0.0,104.0,2.704684,6.5,26.0,cn,6,1,1,0,1,0.0,0.0,1.3095979649621905,3.295836866004329
The Curious Case of Benjamin Button,2008.0,11.0,150000000.0,333932083.0,166.0,17.934821,7.3,3398.0,en,5,3,1,1,1,18.826145858727198,19.62644818894696,2.9410026079158875,8.131236549696116
Yes Man,2008.0,12.0,70000000.0,225990978.0,104.0,9.756289,6.4,1869.0,en,1,4,3,1,1,18.064005814299346,19.236005640510694,2.3754906067700934,7.533693709848633
Valkyrie,2008.0,12.0,75000000.0,200276000.0,121.0,8.635464,6.7,1195.0,en,4,4,2,1,1,18.132998684833918,19.115206978180538,2.2654504584649553,7.086737934510577
5 Centimeters per Second,2007.0,3.0,5000000.0,0.0,63.0,11.324028,7.3,403.0,ja,3,1,1,0,1,15.424948670398354,0.0,2.511550852721454,6.0014148779611505
Ben X,2007.0,8.0,1500000.0,0.0,90.0,3.873511,7.0,90.0,nl,1,1,1,0,1,14.220976332738882,0.0,1.5838146218973306,4.51085950651685
Alien Raiders,2008.0,9.0,0.0,0.0,85.0,8.091476,5.1,61.0,en,3,3,1,1,0,0.0,0.0,2.2073372712454167,4.127134385045092
Bedtime Stories,2008.0,12.0,80000000.0,212874442.0,99.0,10.739419,5.9,924.0,en,4,3,1,1,1,18.197537205138154,19.17621308038469,2.4629523242485867,6.829793737512425
Choke,2008.0,9.0,3000000.0,3830137.0,92.0,7.589546,6.0,128.0,en,2,6,1,1,1,14.914123179965662,15.158411391839309,2.1505458824457726,4.859812404361672
Revolutionary Road,2008.0,12.0,35000000.0,75225693.0,119.0,12.265867,6.8,824.0,en,2,6,1,1,1,17.370858648025116,18.13600340609419,2.5851943454236785,6.715383386334681
Blackadder Back & Forth,1999.0,12.0,4250000.0,0.0,33.0,2.613528,7.1,54.0,en,2,2,1,1,1,15.26242977619469,0.0,1.284684580430955,4.007333185232471
Blackadder's Christmas Carol,1988.0,1.0,0.0,0.0,43.0,1.986334,7.6,44.0,en,2,0,1,1,0,0.0,0.0,1.0940465481865076,3.8066624897703196
Loft,2008.0,10.0,4185000.0,0.0,118.0,7.236542,7.1,71.0,nl,4,1,1,0,1,15.24701750085431,0.0,2.1085805956452224,4.276666119016055
"Surfer, Dude",2008.0,9.0,6000000.0,69497.0,85.0,2.023166,4.7,25.0,en,1,0,2,1,0,15.607270193858982,11.149053254160401,1.10630462662843,3.258096538021482
Nobel Son,2007.0,4.0,4000000.0,333912.0,110.0,2.420823,6.4,29.0,en,4,1,1,1,1,15.201805169084134,12.718635758986363,1.229881165399419,3.4011973816621555
Dear Zachary: A Letter to a Son About His Father,2008.0,10.0,0.0,0.0,95.0,5.531686,8.4,146.0,en,2,1,1,1,0,0.0,0.0,1.8766651029178643,4.990432586778736
Wild Child,2008.0,1.0,20000000.0,21972336.0,98.0,10.420849,6.4,421.0,en,1,4,1,1,1,16.811242881518265,16.905294811029556,2.4354405447219842,6.045005314036012
Defiance,2008.0,12.0,32000000.0,51155219.0,137.0,13.990891,6.7,580.0,en,4,5,3,1,1,17.281246492014,17.7503750979408,2.7074427499744593,6.364750756851911
Zeitgeist: Addendum,2008.0,10.0,0.0,0.0,123.0,3.808933,7.2,79.0,en,3,1,1,1,0,0.0,0.0,1.5704752299880327,4.382026634673881
Marley & Me,2008.0,12.0,60000000.0,244082376.0,115.0,9.729748,6.9,1392.0,en,2,2,1,1,1,17.909855136853043,19.31301633693556,2.3730200708122973,7.239214973779806
Jesse Stone: Night Passage,2006.0,1.0,0.0,0.0,89.0,4.577746,6.7,26.0,en,4,3,1,1,0,0.0,0.0,1.7187847521340798,3.295836866004329
Ponyo,2008.0,7.0,41677699.0,187479518.0,100.0,8.470945,7.5,953.0,ja,2,8,1,0,1,17.545476771545133,19.04918016540849,2.2482286910261733,6.860663671448287
Jack Brooks: Monster Slayer,2007.0,10.0,0.0,0.0,85.0,3.88291,5.8,60.0,en,3,2,1,1,1,0.0,0.0,1.5857413536174265,4.110873864173311
Poultrygeist: Night of the Chicken Dead,2006.0,12.0,0.0,0.0,103.0,5.072909,5.9,41.0,en,2,2,1,1,0,0.0,0.0,1.8038377324461816,3.7376696182833684
Earthsea,2004.0,12.0,0.0,0.0,180.0,2.313791,5.9,28.0,en,3,0,1,1,1,0.0,0.0,1.1980928512341082,3.367295829986474
American Ninja 4: The Annihilation,1990.0,10.0,0.0,0.0,99.0,2.213603,4.8,31.0,en,2,1,1,1,0,0.0,0.0,1.1673927375949866,3.4657359027997265
